name,located,registered_on
Engineer Dare,,"Registered on Nov 15, 2019agent"
Wasiu Adewale,,"Registered on Dec 18, 2019agent"
Louis Otutu Ogochukwu,,"Registered on Jan 09, 2020agent"
Maduagu Anayo N ,,"Registered on Feb 16, 2020agent"
STICKFEM PROPERTIES,,"Registered on Apr 01, 2020agent"
Dprograma Property & co,,"Registered on Apr 04, 2020agent"
Homesvalerealty ,,"Registered on Mar 13, 2020agent"
salami,"5 victory close Asesse, Lagos","Registered on Feb 15, 2014agent"
Mr Steve,Lagos,"Registered on Feb 10, 2014agent"
Bode Adediji Partnership,Lagos,"Registered on Oct 31, 2014agent"
Generis Villas Ltd,"59A, Lafiaji Way, Dolphin Estate, Ikoyi, Lagos, Lagos","Registered on Mar 22, 2016agent"
abiodun bamidele a.,,"Registered on Apr 02, 2018agent"
ARA REALTORS,,"Registered on May 03, 2018agent"
Greengates Group Limited,"Murtala Mohammed way, Lagos","Registered on May 17, 2018agent"
TOYIN FASANYA,,"Registered on May 23, 2018agent"
raji taibat,,"Registered on May 23, 2018agent"
Chiamaka Nwosu,,"Registered on Jul 06, 2018agent"
Oluwalonpese property,,"Registered on Aug 06, 2018agent"
Foka properties ,"138 bayeku road, igbogbo ikorodu, Lagos","Registered on Aug 09, 2018agent"
[email protected],,"Registered on Sep 02, 2018agent"
Glopac Resources,,"Registered on Jan 05, 2019agent"
Daisy Best Realtor Limited,,"Registered on Mar 27, 2019agent"
Aku Real Estate and Investment,,"Registered on Jun 09, 2019agent"
B2 property consult,,"Registered on Jul 05, 2019agent"
BUSARI ABDULBASIT OLUSESAN ,,"Registered on Jul 31, 2019agent"
McPathray,,"Registered on Aug 10, 2019agent"
Lucky Amah,,"Registered on Sep 30, 2019agent"
Adron homes and properties limited,,"Registered on Sep 25, 2019agent"
Shonde Lateef Akanni,,"Registered on Oct 29, 2019agent"
Damilola ,,"Registered on Nov 05, 2019agent"
Integrity Treasure Properties,,"Registered on Dec 06, 2019agent"
SamJum Consult,,"Registered on Sep 24, 2022agent"
PPIS Real Estate,"PPIS CENTRE CPI BUSTOP, AGURA\GBERIGBE ROAD, Lagos","Registered on Jun 22, 2013agent"
gushland,Lagos,"Registered on Jun 26, 2015agent"
John Zedomi & Associates,,"Registered on Nov 30, 2015agent"
Ebhoma Christian,Lagos,"Registered on Feb 18, 2016agent"
Tojek Properties,Lagos,"Registered on Mar 04, 2016agent"
Akpadaka Nigeria Limited,"Ubogo, Delta","Registered on Jul 18, 2016agent"
Adeniyi Adeyemi Concept,"No. 7, Fafolu Street, Lagos","Registered on Aug 26, 2016agent"
RESILIENCE REALTY GLOBAL RESOURCES LTD,"12E ADMIRALTY WAY, LEKKI PHASE 1, Lagos","Registered on Sep 19, 2016agent"
Haod Heights LTD ,"882, Tafawa Balewa Way, Opposite Nicon Luxury Hotel, Area 11, Abuja, Abuja","Registered on Oct 04, 2016agent"
NOSA OKUNGBOWA & CO ESTATE SURVEYOR & VALUERS ,"205 IGBOSERE ROAD, LAGOS, Lagos","Registered on Oct 12, 2016agent"
Chris Adeoye,,"Registered on Oct 19, 2016agent"
EUC hOMES LTD,"SUIT E-124/127 ROAD 2 AND & 3 VICTORIAL GARDEN CITY, LEKKI, LAGOS, Lagos","Registered on Nov 28, 2016agent"
OJAY Realtors,"22 Rasaq Balogun street, Off Adeniran Ogunsanya Street, Surulere, Lagos","Registered on Apr 24, 2017agent"
Empathy Property and Facility Management Limited,"18B, Ogba shopping Arcade, Caterpillar Bus stop, Ijaiye Road, Ogba, Lagos, Lagos","Registered on May 18, 2017agent"
Ideal property,"Ibeju, Lagos","Registered on May 29, 2017agent"
Debbie O,,"Registered on May 21, 2017agent"
kAZEEM OLUWATOSIN QUADRI,,"Registered on Jun 18, 2017agent"
Ligero Holmes,"NSITF Plaza Wuse 11, Abuja","Registered on Jul 28, 2017agent"
Mich,,"Registered on Aug 26, 2017agent"
p. o Properties ,"Zamba , Lagos","Registered on May 22, 2017agent"
Stonehenge facilities management limited ,"8, Adelabu close off Toyin street ikeja , Lagos","Registered on Jun 03, 2017agent"
KOLAWOLE & PARTNERS,,"Registered on Jun 19, 2017agent"
AGGREHSON PROPERTY CONSULTANTS,"1 kayode street, Ebute-Igbogbo Road.Ikorodu, Lagos State., Lagos","Registered on Jul 05, 2017agent"
FRANKLIN,,"Registered on Jul 17, 2017agent"
Blessojer Nigeria Limited,Lagos,"Registered on Jul 27, 2017agent"
Gemaks Business and Property Consultant,,"Registered on Aug 15, 2017agent"
Adesambest properties,"1A Simbiat Abiola road Ikeja, Lagos","Registered on Aug 11, 2017agent"
sherif,,"Registered on Aug 21, 2017agent"
Ethan Cole,"20A Ogundana, Ikeja, Lagos","Registered on Sep 04, 2017agent"
Radiantviewsltd ,"33b Dr. Omon Ebhomenye street, lekki 1, Lagos","Registered on Aug 29, 2017agent"
tentcity company limited,"chime avenue, new haven, Enugu","Registered on Sep 14, 2017agent"
Exodus Properties,"Sapele Road, Edo","Registered on Nov 04, 2017agent"
Build concept global service,"8, bajulaiye street, fadeyi, lagos, Lagos","Registered on Dec 02, 2017agent"
Gemstones ,"15 obicresent Nkpor Agu Nkpor Anambra State, Anambra","Registered on Dec 13, 2017agent"
Chidera Realtors,"Jakande, Lagos","Registered on May 16, 2018agent"
Kenneth,,"Registered on Jun 29, 2018agent"
Kehinde Oladejo,,"Registered on Jun 20, 2018agent"
MO and Pa Ventures Ltd,,"Registered on Jul 18, 2018agent"
KING NEPHERTITI LTD REAL ESTATE PROPERTIES ,,"Registered on Aug 28, 2018agent"
Faytci Darasimi,,"Registered on Dec 01, 2019agent"
Ken Muoka,,"Registered on Dec 21, 2019agent"
Oluwatosin adenikinju,,"Registered on Jan 15, 2020agent"
PWAN Homes,,"Registered on Apr 04, 2020agent"
Onaj-Srevices,Lagos,"Registered on May 01, 2013agent"
handsville property,"90 norman williams off keffi road, Lagos","Registered on Aug 07, 2013agent"
Masters reality intl concept limited,Lagos,"Registered on May 27, 2014agent"
2hrevolutions,"166 okota road, okota, Lagos","Registered on Apr 15, 2015agent"
Paparazy property ltd,Lagos,"Registered on Jun 21, 2015agent"
Vivar Real Estate Brokerage Services,"Plot 3b Sam Adegbite Close, Lagos","Registered on Apr 18, 2015agent"
J. Ajayi Patunola & Co,Lagos,"Registered on Jul 22, 2016agent"
ADEQUATEASSOCIATE,"1,MOPOL ESTATE,ELEKO JUNCTION,IBEJU LEKKI,LAGOS,NIGERIA, Lagos","Registered on Aug 26, 2016agent"
Frontier Commercial Services Limited,,"Registered on Aug 31, 2016agent"
samuel,,"Registered on Oct 14, 2016agent"
CEO ASSURANCE PROPERTIES ,"121 Aina street ojodu Berger , Lagos","Registered on Oct 27, 2016agent"
Owojori Olasunkanmi Oriowo,Osun,"Registered on Dec 06, 2016agent"
.,,"Registered on Jan 09, 2017agent"
ASO REALTORS LTD,"gbagada, lagos, Lagos","Registered on Jan 25, 2017agent"
mr coker,Lagos,"Registered on Mar 24, 2017agent"
Christopher Akpoghomhe,,"Registered on May 01, 2017agent"
Adeo property,,"Registered on Aug 24, 2018agent"
Debutantes global enterprise,"Falomo, Lagos","Registered on Sep 14, 2018agent"
Agumadu Christopher ifeanyi ,,"Registered on Oct 28, 2018agent"
oyanaifo okosun monday,,"Registered on Dec 08, 2018agent"
Safehouse Properties Ventues,,"Registered on Mar 06, 2019agent"
Property Xclusive,,"Registered on Apr 12, 2019agent"
The Detail Apartments ,,"Registered on Jun 15, 2019agent"
Assa Kemi,,"Registered on Jun 29, 2019agent"
DECS Property Management,,"Registered on Aug 24, 2019agent"
Regal Insignia Global Investment Limited,,"Registered on Aug 27, 2019agent"
Pure royal properties & Invt,,"Registered on Sep 18, 2019agent"
Aston Real Estate Group ,,"Registered on Oct 26, 2019agent"
Smaar Consult,,"Registered on Oct 31, 2019agent"
D'ayovillarealtors,,"Registered on Nov 19, 2019agent"
Droptop Suites,,"Registered on Nov 25, 2019agent"
James Idiong,,"Registered on Nov 25, 2019agent"
Eze Walter Nwachukwu ,,"Registered on Jan 04, 2020agent"
Ugwu Casmir,,"Registered on Dec 27, 2019agent"
Lords & Legends Limited ,,"Registered on Jan 23, 2020agent"
AKOTO FRANKLIN .E,,"Registered on Jan 19, 2020agent"
Nkwopara George,,"Registered on Nov 30, 2018agent"
Sentinel doc garden ,,"Registered on Jan 09, 2019agent"
promise okoyomon James,,"Registered on Feb 11, 2019agent"
premier properties,,"Registered on May 13, 2019agent"
Odera property Ventures Nig. Ltd ,,"Registered on Apr 03, 2019agent"
"OGO OZEGBE AND COMPANY, ESTATE SURVEYORS AND VALUERS",,"Registered on Apr 13, 2019agent"
FULL-SCALE DEVELOPMENT COMPANY LTD,,"Registered on Apr 25, 2019agent"
Paschal Bankole Olufade,,"Registered on Jun 25, 2019agent"
Godwin Kalu & Co.,,"Registered on Jun 26, 2019agent"
lillyworth homes limited,,"Registered on Jul 10, 2019agent"
JEMINAAD Properties,,"Registered on Jul 17, 2019agent"
IFEDI HOMES ,,"Registered on Aug 02, 2019agent"
Daramola Micheal,,"Registered on Jul 07, 2019agent"
Engr paul,,"Registered on Sep 15, 2019agent"
DayoBest,,"Registered on Oct 06, 2019agent"
Aenis properties,,"Registered on Oct 09, 2019agent"
Franca nero,,"Registered on Feb 12, 2020agent"
Vandez global ventures limited ,,"Registered on Mar 19, 2020agent"
Heritage Apartment ,,"Registered on Mar 24, 2020agent"
GY Island Properties,,"Registered on Mar 05, 2020agent"
olaoluwa Akin,,"Registered on Nov 26, 2019agent"
Seeds Homes,,"Registered on Feb 04, 2020agent"
Pro Wande Sound,,"Registered on Feb 05, 2020agent"
Uche obinna rex,,"Registered on Feb 26, 2020agent"
Scorpio painting$real estate enterprise,,"Registered on Mar 04, 2020agent"
Alice Ajala,,"Registered on Feb 21, 2020agent"
Ubani ujunwa Jessica,,"Registered on Apr 29, 2020agent"
Uloma F properties,,"Registered on Apr 29, 2020agent"
house search ltd,Lagos,"Registered on Aug 02, 2013agent"
patrick ogunjobi & co,"tunde abimbola street, Lagos","Registered on Jun 24, 2013agent"
PURPOSE REALTORS,"Block C, Flat 1, No. 68, Iwo Road, Ibadan, Oyo","Registered on Mar 05, 2014agent"
Nugaton Realty,Lagos,"Registered on Nov 17, 2014agent"
UNITY HOMES,"31b,bankole street isheri-Magodo,Ojodu Berger Lagos, Lagos","Registered on Aug 24, 2016agent"
Ogo Household Nigeria Limited,"NTA Road Rumuologu Play Ground, Port Harcourt, Rivers","Registered on Oct 13, 2016agent"
Adejumoke,Abuja,"Registered on Nov 22, 2016agent"
Amptrade limited,,"Registered on Jan 17, 2017agent"
Bankz Consult,"Bisi Adedire Street, Meiran, Lagos, Lagos","Registered on Jun 05, 2017agent"
Peacemind properties,,"Registered on Aug 15, 2017agent"
PAULADE UNIQUE GLOBAL SERVICE ,"22 Rasaq Balogun Street, Surulere , Lagos","Registered on Sep 06, 2017agent"
Yvonne Mamman,,"Registered on Sep 14, 2017agent"
Excellent Glad Company,,"Registered on Nov 23, 2017agent"
Jiya S. N. & Partners,,"Registered on Jan 10, 2018agent"
Bola Adelagun,,"Registered on Jan 11, 2018agent"
Gbolahan A. Suleiman,,"Registered on Mar 01, 2018agent"
Chibuzor Henry,,"Registered on Mar 24, 2018agent"
Attribute consults,,"Registered on Jul 11, 2018agent"
K O EMEANUA & COMPANY,"Eric Moore Road, Lagos","Registered on Oct 02, 2018agent"
Mart-Armstrong Properties Ltd,,"Registered on Sep 23, 2018agent"
Florex Consult,Lagos,"Registered on Sep 25, 2018agent"
igbalaye decent and son properties,,"Registered on Sep 03, 2018agent"
ALFIID & FREEYAND SOLICITORS,"7, Alabi Street, Off Toyin Street, Ikeja, Lagos","Registered on Sep 18, 2018agent"
Peter agency,"Etete, Edo","Registered on Sep 20, 2018agent"
UC Demas and co,"Magodo, Lagos","Registered on Dec 29, 2018agent"
PRINZMATIL FINDERS,"GLOVER ROAD, IKOYI, LAGOS, Lagos","Registered on Nov 29, 2018agent"
Suzanne Deniran,Lagos,"Registered on Oct 15, 2018agent"
Restore Nature Concepts,,"Registered on Oct 17, 2018agent"
Melo Properties Agency,,"Registered on Nov 13, 2018agent"
Madingwa Real Estate,,"Registered on Feb 14, 2019agent"
Delightpriperties,,"Registered on Mar 28, 2019agent"
Mohammed sahad,,"Registered on Mar 01, 2019agent"
Ezekiel Ayeni Olayemi,,"Registered on Apr 28, 2020agent"
adebayo tope,"bassey street, aguda, Lagos","Registered on Jun 25, 2013agent"
The solicitor,Lagos,"Registered on Aug 13, 2013agent"
A.B.U. Adeyemi & Co.,Lagos,"Registered on Oct 24, 2013agent"
MASH INC,Lagos,"Registered on Nov 09, 2013agent"
Adjoy props,Lagos,"Registered on Jan 15, 2014agent"
Agent Uche Gbagada,Lagos,"Registered on Aug 13, 2014agent"
Abiola Ogunrinde,,"Registered on Nov 30, 2015agent"
Mr Opemipo Olatunji,,"Registered on Jul 15, 2016agent"
Harrich Investment Company Limited ,,"Registered on Jul 21, 2016agent"
Absaat property,,"Registered on Sep 27, 2016agent"
Adenle Adeyinka,,"Registered on Nov 02, 2016agent"
Touchstone Associates,"31, Oyero Close, off Adeniyi Jones Avenue, Ikeja, Lagos","Registered on Jan 15, 2017agent"
Medolan Nigeria Limited,Lagos,"Registered on Jan 17, 2017agent"
emuze Isaiah,,"Registered on Mar 22, 2017agent"
Ajisegiri Hakeem,,"Registered on Jun 03, 2017agent"
ruffabbey,,"Registered on Jul 20, 2017agent"
Lekkiview properties ,"Road 36 f91b vgc lekki lagos, Lagos","Registered on Aug 06, 2017agent"
Wajok Estate,"bajulaye somolu, Lagos","Registered on Sep 12, 2017agent"
Adekunle omolola,,"Registered on Nov 21, 2017agent"
LEINARD PROPERTY DEVELOPMENT & MANAGEMENT,"4 Albert Akai Street, Asaba, Delta","Registered on Nov 01, 2016agent"
Dexlink Services Ventures,"Mayfair estate awoyaya ajah ibeju lekki, Lagos","Registered on Mar 03, 2017agent"
moses ovije,,"Registered on Mar 29, 2017agent"
NWAKERENDU HOPE ,,"Registered on Apr 15, 2017agent"
Mab Global Estate,"Plot 366, Obafemi Awolowo way ,by IT igbani street ,Global Plaza, FCT Abuja., Abuja","Registered on Jun 08, 2017agent"
Morafa Toyin,,"Registered on Jun 07, 2017agent"
Haslad Links,,"Registered on Jun 20, 2017agent"
YouFirst_Properties,,"Registered on Jul 26, 2017agent"
Toyin Aluko & Co.,"3A Lalupon Street Off Keffi, Southwest Ikoyi, Lagos","Registered on Aug 17, 2017agent"
Tare Anthony,,"Registered on Aug 30, 2017agent"
victad & co property consultants,"Doherty Street ososami Ibadan, Oyo","Registered on Nov 07, 2017agent"
Novisat Group,"25 Demola Akande Close Badore Ajah,Lagos, Lagos","Registered on Nov 21, 2017agent"
portalrealtiesltd,"5b,adedeji close opebi lagos, Lagos","Registered on Nov 26, 2017agent"
Lois,Lagos,"Registered on Feb 16, 2018agent"
Mayowa,,"Registered on Mar 16, 2018agent"
D'realtor,,"Registered on Apr 26, 2018agent"
Akinwusi Dotun Thomas,,"Registered on Apr 23, 2018agent"
Shelter Concept Nigeria Limited,"PLOT 70 KAFE DISTRICT ABUJA, Abuja","Registered on May 07, 2018agent"
Datametro Resources,"23 road, festac town, Lagos","Registered on May 03, 2018agent"
Monday Agada,,"Registered on Jun 08, 2018agent"
Ceda Trading House,,"Registered on May 21, 2019agent"
Ohien Justice,,"Registered on Jun 18, 2019agent"
Emcel Properties Nig. Ltd,,"Registered on Jul 19, 2019agent"
ikwuakam Amara,,"Registered on Jul 20, 2019agent"
Sterling Homes LTD,,"Registered on Sep 09, 2019agent"
Seyi Fafiolu,,"Registered on Oct 10, 2019agent"
ACA property ltd,Oyo,"Registered on Oct 03, 2019agent"
Michael oluwatosin,,"Registered on Mar 15, 2020agent"
Ajason engineering company ,,"Registered on Mar 23, 2020agent"
Digital Crypto Limited,,"Registered on Mar 09, 2020agent"
Olowokande,,"Registered on Mar 09, 2020agent"
Thinkpad Realtors,,"Registered on Mar 21, 2020agent"
ACE Interserve Ltd.,,"Registered on Feb 29, 2020agent"
Tayire Precious,,"Registered on Apr 28, 2020agent"
Fatimah O Oshobajo ,,"Registered on Jun 25, 2019agent"
Pat Obianwu,"ikogisi close, osborne, phase 1, Lagos","Registered on Aug 22, 2013agent"
Mr stephen,Lagos,"Registered on Nov 01, 2013agent"
Jide taiwo,"Maryland, Lagos","Registered on Sep 09, 2013agent"
Nonso,Lagos,"Registered on Oct 25, 2013agent"
Mr. Yinka,Lagos,"Registered on Apr 11, 2014agent"
Carrillion,"Oniru Victoria Island extension, Lagos","Registered on Nov 23, 2017agent"
Gilead Property Mart $ Developers,"Golf, Lagos","Registered on Dec 31, 2017agent"
Daniel Ezekiel ,,"Registered on Jan 18, 2018agent"
ADKYE VENTURES,"Egbeda, Lagos","Registered on Jan 19, 2018agent"
JEC Homes,"Adeniyi Jones, Lagos","Registered on Jan 27, 2018agent"
D&G Property Investment,"Suite E230 Road 2 Iota Shopping Complex Lekki Epe Express way, Lagos, Nigeria +2348160986589, Lagos","Registered on Mar 06, 2018agent"
XP GENESIS REALTY,"Suite 34 Estate Plaza, emmanuel keshi street, Magodo phase II, Lagos","Registered on Mar 20, 2018agent"
Sandra williams,,"Registered on Apr 24, 2018agent"
Ikechukwu Jerome,,"Registered on May 11, 2018agent"
Sales Force Derivatives Company Limited,,"Registered on Dec 23, 2018agent"
DEBRICHOMES & PROPERTY,"43,bayo akinloye street,iyana iyesi,ota, Ogun","Registered on Dec 07, 2018agent"
Autobarn Enterprise ,,"Registered on Jan 04, 2019agent"
Makew,,"Registered on Jan 17, 2019agent"
Kingmax Global Consult Limited,,"Registered on Jan 08, 2019agent"
Kay Cukelu,,"Registered on Feb 01, 2019agent"
Switchlanesinvestmentlimited,,"Registered on Feb 23, 2019agent"
Alad Integrated and Properties Consilt ,,"Registered on May 07, 2019agent"
Surveyors property Ltd,,"Registered on Apr 14, 2019agent"
Cowry Realty Development Limited,,"Registered on Apr 30, 2019agent"
Fairlane Ventures ,,"Registered on Nov 01, 2019agent"
Green Ark Real Estate Company,,"Registered on Nov 21, 2017agent"
AJULO LEAD RESOURCES,,"Registered on Nov 23, 2017agent"
GERRY IKPUTU AND PARTNERS,,"Registered on Dec 05, 2017agent"
DOMINION ONWARD ESTATES & PROPERTIES LTD,"Plot 3, Royal View Estate, Ikota, Lagos","Registered on Dec 08, 2017agent"
STAINLESS PROPERTIES ,"96 Bale Street, Ajegunle Apapa Lagos , Lagos","Registered on Jan 09, 2018agent"
ADRON HOMES,"[email protected], Abuja","Registered on Jan 16, 2018agent"
Pilot Property ,,"Registered on Feb 11, 2018agent"
Loredams Intergrated Services,,"Registered on Feb 18, 2018agent"
Hallyx Ventures,,"Registered on Mar 03, 2018agent"
 Muhammed Wahab Olawale,,"Registered on Mar 22, 2018agent"
100 Percent Realties,,"Registered on Apr 26, 2018agent"
akerele mary,,"Registered on Apr 20, 2018agent"
Akunuba Global,,"Registered on May 04, 2018agent"
Mattkriz general construction company ,,"Registered on May 05, 2018agent"
Joshua makinde,,"Registered on May 14, 2018agent"
westend consulting,,"Registered on Jun 01, 2018agent"
Onayemi Team Projects & Co.,"122/129 Ejirin Road Ijebu Ode or Araromi Estate Opp Kb Bread Sagamu, Ogun","Registered on Jul 20, 2018agent"
Maezmic Real Estate Company Limited,"11, Solebo Street, Benson Bus Stop, , Lagos","Registered on Sep 13, 2018agent"
09 Properties,Ogun,"Registered on Oct 22, 2018agent"
snowwave properties,,"Registered on Sep 04, 2018agent"
Tiamiyu Akeem Abiola,,"Registered on Nov 09, 2019agent"
Ngozi Princess,,"Registered on Nov 11, 2019agent"
KingView Properties ,,"Registered on Jan 07, 2020agent"
Dynasty properties ,,"Registered on Dec 16, 2019agent"
Idon-Asia Regina,,"Registered on Jan 31, 2020agent"
Babatunde ogunsola ,,"Registered on Feb 09, 2020agent"
Revered properties Enterprise,,"Registered on Mar 08, 2020agent"
Epaschaline consult,,"Registered on Apr 04, 2020agent"
Blessed,"festac link road amuwo odofin, Lagos","Registered on Jun 20, 2013agent"
chiedu anene & associate,Lagos,"Registered on Jul 03, 2013agent"
casuarina investment ltd,Lagos,"Registered on Oct 24, 2013agent"
Mr Thomas,Lagos,"Registered on May 30, 2014agent"
Fowoban,"12,bamishile Allene ikeja, Lagos","Registered on Nov 03, 2014agent"
balogun,"ketu, Lagos","Registered on Nov 27, 2014agent"
Austin Udoh,Lagos,"Registered on Nov 28, 2014agent"
briscoe ppty,"fatia, matori, lagos, Lagos","Registered on Apr 15, 2015agent"
GLOBAL HOMES PROPERTIES,,"Registered on Oct 02, 2015agent"
ekopropertyhub,"14, victor oluwole street, paiko, idimu, Lagos","Registered on Jun 01, 2016agent"
Akist Omoha investment Limited ,"Losoro Estate Lakowe , Lagos","Registered on Aug 03, 2016agent"
MAVIC TECH,"1,COMMUNITY ROAD, Lagos","Registered on Oct 18, 2016agent"
Ute princess,,"Registered on Jul 05, 2018agent"
Lawal Joel,,"Registered on Aug 06, 2018agent"
Barasha Group,"VMZ BUILDING, THERRA ANNEX ESTATE,SONGOTEDO, LAGOS, Lagos","Registered on Aug 07, 2018agent"
Gudnessrealityventures ,,"Registered on Jul 19, 2018agent"
obinelo blessing,,"Registered on Aug 09, 2018agent"
Gaflan Properties,"Lagos, Lagos","Registered on Sep 21, 2018agent"
Emoefe Aganbi,,"Registered on Oct 14, 2018agent"
Yusuf Garuba,"Ikota, Lagos","Registered on Oct 15, 2018agent"
S.A REALITY,,"Registered on Nov 28, 2018agent"
Kingsmate properties ltd,,"Registered on Nov 20, 2018agent"
